index,name,type,details,parent_id,parent_name,r_type,default,necessary
677,right,Geometry,The geometry used as the right operand of the operation.,215,ee.Geometry.BBox.symmetricDifference,Geometry,,1
678,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,215,ee.Geometry.BBox.symmetricDifference,ErrorMargin,,0
679,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",215,ee.Geometry.BBox.symmetricDifference,Projection,,0
680,geometry,Geometry,The Geometry instance.,216,ee.Geometry.toGeoJSON,Geometry,,1
681,coords,List,"A list of points in the ring. May be a list of coordinates in the GeoJSON

'LinearRing' format, a list of at least three ee.Geometry objects describing a point, or a list of at least six numbers defining the [x,y] coordinates of at least three points.",217,ee.Geometry.LinearRing,List,,1
682,proj,"Projection, optional","The projection of this geometry. If unspecified, the default is the projection of the input ee.Geometry, or EPSG:4326 if there are no ee.Geometry inputs.",217,ee.Geometry.LinearRing,Projection,,0
683,geodesic,"Boolean, optional","If false, edges are straight in the projection. If true, edges are curved to follow the shortest path on the surface of the Earth. The default is the geodesic state of the inputs, or true if the inputs are numbers.",217,ee.Geometry.LinearRing,Boolean,,0
684,maxError,"ErrorMargin, optional",Max error when input geometry must be reprojected to an explicitly requested result projection or geodesic state.,217,ee.Geometry.LinearRing,ErrorMargin,,0
685,coords,List,"A list of linestrings. May be a list of coordinates in the GeoJSON

'MultiLineString' format, a list of at least two ee.Geometry objects describing a LineString, or a list of numbers defining a single linestring.",218,ee.Geometry.MultiLineString,List,,1
686,proj,"Projection, optional","The projection of this geometry. If unspecified, the default is the projection of the input ee.Geometry, or EPSG:4326 if there are no ee.Geometry inputs.",218,ee.Geometry.MultiLineString,Projection,,0
687,geodesic,"Boolean, optional","If false, edges are straight in the projection. If true, edges are curved to follow the shortest path on the surface of the Earth. The default is the geodesic state of the inputs, or true if the inputs are numbers.",218,ee.Geometry.MultiLineString,Boolean,,0
688,maxError,"ErrorMargin, optional",Max error when input geometry must be reprojected to an explicitly requested result projection or geodesic state.,218,ee.Geometry.MultiLineString,ErrorMargin,,0
689,geometry,Geometry,The input geometry.,219,ee.Geometry.LineString.perimeter,Geometry,,1
690,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,219,ee.Geometry.LineString.perimeter,ErrorMargin,,0
691,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",219,ee.Geometry.LineString.perimeter,Projection,,0
692,left,Geometry,The geometry used as the left operand of the operation.,220,ee.Geometry.LineString.symmetricDifference,Geometry,,1
693,right,Geometry,The geometry used as the right operand of the operation.,220,ee.Geometry.LineString.symmetricDifference,Geometry,,1
694,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,220,ee.Geometry.LineString.symmetricDifference,ErrorMargin,,0
695,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",220,ee.Geometry.LineString.symmetricDifference,Projection,,0
696,geometry,Geometry,The Geometry instance.,221,ee.Geometry.Rectangle.toGeoJSONString,Geometry,,1
697,coords,List,"A list of points, each in the GeoJSON 'coordinates' format of a Point, or a list of the x,y coordinates in the given projection, or an ee.Geometry describing a point.",222,ee.Geometry.MultiPoint,List,,1
698,proj,"Projection, optional","The projection of this geometry. If unspecified, the default is the projection of the input ee.Geometry, or EPSG:4326 if there are no ee.Geometry inputs.",222,ee.Geometry.MultiPoint,Projection,,0
699,geometry,Geometry,The Geometry instance.,223,ee.Geometry.Rectangle.toGeoJSON,Geometry,,1
700,coords,List,"A list of polygons. May be a list of coordinates in the GeoJSON

'MultiPolygon' format, a list of ee.Geometry objects describing a Polygon, or a list of numbers defining a single polygon boundary.",224,ee.Geometry.MultiPolygon,List,,1
701,proj,"Projection, optional","The projection of this geometry. The default is the projection of the inputs, where Numbers are assumed to be EPSG:4326.",224,ee.Geometry.MultiPolygon,Projection,,0
702,geodesic,"Boolean, optional","If false, edges are straight in the projection. If true, edges are curved to follow the shortest path on the surface of the Earth. The default is the geodesic state of the inputs, or true if the inputs are numbers.",224,ee.Geometry.MultiPolygon,Boolean,,0
703,maxError,"ErrorMargin, optional",Max error when input geometry must be reprojected to an explicitly requested result projection or geodesic state.,224,ee.Geometry.MultiPolygon,ErrorMargin,,0
704,evenOdd,"Boolean, optional","If true, polygon interiors will be determined by the even/odd rule, where a point is inside if it crosses an odd number of edges to reach a point at infinity. Otherwise polygons use the left- inside rule, where interiors are on the left side of the shell's edges when walking the vertices in the given order. If unspecified, defaults to true.",224,ee.Geometry.MultiPolygon,Boolean,,0
705,geometry,Geometry,The input geometry.,225,ee.Geometry.LinearRing.perimeter,Geometry,,1
706,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,225,ee.Geometry.LinearRing.perimeter,ErrorMargin,,0
707,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",225,ee.Geometry.LinearRing.perimeter,Projection,,0
708,left,Geometry,The geometry used as the left operand of the operation.,226,ee.Geometry.LinearRing.symmetricDifference,Geometry,,1
709,right,Geometry,The geometry used as the right operand of the operation.,226,ee.Geometry.LinearRing.symmetricDifference,Geometry,,1
710,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,226,ee.Geometry.LinearRing.symmetricDifference,ErrorMargin,,0
711,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",226,ee.Geometry.LinearRing.symmetricDifference,Projection,,0
712,coords,List,"A list of two [x,y] coordinates in the given projection.",227,ee.Geometry.Point,List,,1
713,proj,"Projection, optional","The projection of this geometry, or EPSG:4326 if unspecified.",227,ee.Geometry.Point,Projection,,0
714,geometry,Geometry,The Geometry instance.,228,ee.Geometry.Polygon.toGeoJSONString,Geometry,,1
715,coords,List,"A list of rings defining the boundaries of the polygon. May be a list of coordinates in the GeoJSON 'Polygon' format, a list of ee.Geometry objects describing a LinearRing, or a list of numbers defining a single polygon boundary.",229,ee.Geometry.Polygon,List,,1
716,proj,"Projection, optional","The projection of this geometry. The default is the projection of the inputs, where Numbers are assumed to be EPSG:4326.",229,ee.Geometry.Polygon,Projection,,0
717,geodesic,"Boolean, optional","If false, edges are straight in the projection. If true, edges are curved to follow the shortest path on the surface of the Earth. The default is the geodesic state of the inputs, or true if the inputs are numbers.",229,ee.Geometry.Polygon,Boolean,,0
718,maxError,"ErrorMargin, optional",Max error when input geometry must be reprojected to an explicitly requested result projection or geodesic state.,229,ee.Geometry.Polygon,ErrorMargin,,0
719,evenOdd,"Boolean, optional","If true, polygon interiors will be determined by the even/odd rule, where a point is inside if it crosses an odd number of edges to reach a point at infinity. Otherwise polygons use the left- inside rule, where interiors are on the left side of the shell's edges when walking the vertices in the given order. If unspecified, defaults to true.",229,ee.Geometry.Polygon,Boolean,,0
720,geometry,Geometry,The input geometry.,230,ee.Geometry.MultiLineString.perimeter,Geometry,,1
721,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,230,ee.Geometry.MultiLineString.perimeter,ErrorMargin,,0
722,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",230,ee.Geometry.MultiLineString.perimeter,Projection,,0
723,left,Geometry,The geometry used as the left operand of the operation.,231,ee.Geometry.MultiLineString.symmetricDifference,Geometry,,1
724,right,Geometry,The geometry used as the right operand of the operation.,231,ee.Geometry.MultiLineString.symmetricDifference,Geometry,,1
725,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,231,ee.Geometry.MultiLineString.symmetricDifference,ErrorMargin,,0
726,proj,"Projection, default: null","The projection in which to perform the operation. If not specified, the operation will be performed in a spherical coordinate system, and linear distances will be in meters on the sphere.",231,ee.Geometry.MultiLineString.symmetricDifference,Projection,,0
727,geometry,Geometry,The Geometry instance.,232,ee.Geometry.Polygon.toGeoJSON,Geometry,,1
728,coords,List,"The minimum and maximum corners of the rectangle, as a list of two points each in the format of GeoJSON 'Point' coordinates, or a list of two ee.Geometry objects describing a point, or a list of four numbers in the order xMin, yMin, xMax, yMax.",233,ee.Geometry.Rectangle,List,,1
